Id;f8;f8ket;f504;f504ket;f502;f505;f5a1;f5a1ket;f1101;f1101ket;f5b;f5c;f5cket;f5d;f5dket;f18a;f18aket;f18b;f18bket;f18d;f1201;f1201ket;f14;f14ket;f15;f15ket;f1761;f1762;f1762ket;f1761ket;f1763;f1763ket;f1764;f1764ket;f1765;f1765ket;f1766;f1766ket;f1767;f1767ket;f1768;f1768ket;f1769;f1769ket;f1770;f1770ket;f1773;f1773ket;f1774;f1774ket;f1771;f1771ket;f1772;f1772ket;f21;f22;f23;f24;f25;f26;f27;f21ket;f22ket;f23ket;f24ket;f25ket;f26ket;f27ket;f301;f302;f303;f401;f401ket;f402;f402ket;f403;f403ket;f404;f404ket;f405;f405ket;f406;f406ket;f407;f407ket;f408;f408ket;f409;f409ket;f410;f410ket;f411;f411ket;f412;f412ket;f413;f413ket;f414;f414ket
ID-034;1.0;Bekerja (full time / part time);1.0;Ya;1.0;3500000.0;;;1.0;Instansi pemerintah;Kementerian Hukum dan HAM;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;5.0;Beasiswa AFIRMASI;1.0;Sangat Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;4.0;Tinggi;1.0;Sangat Rendah;5.0;Sangat Tinggi;2.0;Rendah;5.0;Sangat Tinggi;5.0;Sangat Tinggi;4.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3;4;2;3;4;3;3;Cukup Besar;Kurang Besar;Besar;Cukup Besar;Kurang Besar;Cukup Besar;Cukup Besar;3.0;5.0;5.0;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-035;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;4.0;Institut Pertanian Bogor (IPB);2023-07-29 00:00:00;6.0;Beasiswa Perusahaan/Swasta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;2;4;2;3;Cukup Besar;Kurang Besar;Kurang Besar;Besar;Kurang Besar;Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak
ID-036;1.0;Bekerja (full time / part time);1.0;Ya;1.0;3000000.0;;;1.0;Instansi pemerintah;Kementerian Komunikasi dan Informatika;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;1.0;Sangat Erat;1.0;Setingkat Lebih Tinggi;2.0;3.0;Cukup Tinggi;Rendah;5.0;Sangat Tinggi;5.0;Sangat Tinggi;1.0;Sangat Rendah;4.0;Tinggi;1.0;Sangat Rendah;4.0;Tinggi;2.0;Rendah;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;4;4;2;4;2;3;4;Kurang Besar;Kurang Besar;Besar;Kurang Besar;Besar;Cukup Besar;Kurang Besar;1.0;2.0;2.0;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-037;3.0;Wiraswasta;;;;;;;;;;3.0;Staff (Karyawan);;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;3;4;3;3;2;Cukup Besar;Tidak Sama Sekali;Cukup Besar;Kurang Besar;Cukup Besar;Cukup Besar;Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-038;1.0;Bekerja (full time / part time);1.0;Ya;12.0;7000000.0;;;6.0;Wiraswasta/perusahaan sendiri;Cahaya Abadi Perkasa;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;4;1;2;4;3;3;4;Kurang Besar;Sangat Besar;Besar;Kurang Besar;Cukup Besar;Cukup Besar;Kurang Besar;2.0;2.0;2.0;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-039;1.0;Bekerja (full time / part time);1.0;Ya;4.0;4500000.0;;;1.0;Instansi pemerintah;Kementerian Keuangan;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;2.0;Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;1.0;Sangat Rendah;2.0;Rendah;5.0;Sangat Tinggi;2.0;Rendah;3.0;Cukup Tinggi;5.0;Sangat Tinggi;1.0;Sangat Rendah;4.0;Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2;2;3;4;2;3;2;Besar;Besar;Cukup Besar;Kurang Besar;Besar;Cukup Besar;Besar;3.0;4.0;4.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-040;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;2.0;Beasiswa ADIK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;2;3;3;3;Kurang Besar;Sangat Besar;Sangat Besar;Besar;Cukup Besar;Cukup Besar;Cukup Besar;1.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-041;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;6.0;Universitas Diponegoro (UNDIP);2023-07-15 00:00:00;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;2;2;3;3;3;Sangat Besar;Kurang Besar;Besar;Besar;Cukup Besar;Cukup Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak
ID-042;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;2.0;Beasiswa ADIK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;5;4;3;3;5;Cukup Besar;Besar;Tidak Sama Sekali;Kurang Besar;Cukup Besar;Cukup Besar;Tidak Sama Sekali;4.0;0.0;;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya
ID-043;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;4;1;4;4;Cukup Besar;Cukup Besar;Cukup Besar;Kurang Besar;Sangat Besar;Kurang Besar;Kurang Besar;2.0;0.0;;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-044;1.0;Bekerja (full time / part time);1.0;Ya;15.0;5000000.0;;;2.0;BUMN/BUMD;PT. Telkom Indonesia (Persero) Tbk;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;5.0;Beasiswa AFIRMASI;2.0;Erat;1.0;Setingkat Lebih Tinggi;2.0;3.0;Cukup Tinggi;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;1.0;Sangat Rendah;2.0;Rendah;4.0;Tinggi;2.0;Rendah;1.0;Sangat Rendah;2.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;2;3;3;3;2;3;1;Besar;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Cukup Besar;Sangat Besar;1.0;2.0;2.0;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-045;1.0;Bekerja (full time / part time);2.0;Tidak;-6.0;3000000.0;;;1.0;Instansi pemerintah;Kementerian Dalam Negeri;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;1.0;Sangat Rendah;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3;4;2;1;4;2;2;Cukup Besar;Kurang Besar;Besar;Sangat Besar;Kurang Besar;Besar;Besar;4.0;2.0;2.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-046;1.0;Bekerja (full time / part time);2.0;Tidak;-6.0;4000000.0;;;1.0;Instansi pemerintah;Kementerian Pertanian;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;1.0;Sangat Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;2.0;Rendah;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3;4;3;1;1;2;3;Cukup Besar;Kurang Besar;Cukup Besar;Sangat Besar;Sangat Besar;Besar;Cukup Besar;2.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-047;1.0;Bekerja (full time / part time);2.0;Tidak;12.0;5000000.0;;;2.0;BUMN/BUMD;PT. Pupuk Indonesia (Persero);;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;2.0;Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;5.0;Sangat Tinggi;2.0;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;3;4;3;1;2;2;2;Cukup Besar;Kurang Besar;Cukup Besar;Sangat Besar;Besar;Besar;Besar;2.0;4.0;4.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-048;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;4;3;Besar;Sangat Besar;Sangat Besar;Besar;Besar;Kurang Besar;Cukup Besar;2.0;3.0;3.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-049;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;4;2;3;3;Cukup Besar;Kurang Besar;Cukup Besar;Kurang Besar;Besar;Cukup Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-050;1.0;Bekerja (full time / part time);2.0;Tidak;0.0;3500000.0;;;1.0;Instansi pemerintah;Kementerian Luar Negeri;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;2.0;Rendah;3.0;Cukup Tinggi;2.0;Rendah;2.0;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;5.0;Sangat Tinggi;5.0;Tinggi;2.0;Rendah;4.0;Tinggi;2;5;2;3;4;1;4;Besar;Tidak Sama Sekali;Besar;Cukup Besar;Kurang Besar;Sangat Besar;Kurang Besar;6.0;5.0;5.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak
ID-051;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;6.0;Beasiswa Perusahaan/Swasta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;3;2;1;4;Besar;Cukup Besar;Besar;Cukup Besar;Besar;Sangat Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-052;1.0;Bekerja (full time / part time);1.0;Ya;12.0;5500000.0;;;3.0;Institusi/Organisasi Multilateral;Uni Eropa (European Union);;;3.0;Multinasional/Internasional;;;;;;3.0;Beasiswa BIDIKMISI;2.0;Erat;2.0;Tingkat yang Sama;3.0;4.0;Tinggi;Cukup Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;1.0;Sangat Rendah;2.0;Rendah;5.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3.0;Rendah;4.0;Tinggi;2.0;Rendah;3;5;3;3;3;2;5;Cukup Besar;Tidak Sama Sekali;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Tidak Sama Sekali;3.0;3.0;3.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak
ID-053;1.0;Bekerja (full time / part time);2.0;Tidak;-2.0;4000000.0;;;1.0;Instansi pemerintah;Kementerian Pertanian;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;5.0;Beasiswa AFIRMASI;1.0;Sangat Erat;2.0;Tingkat yang Sama;3.0;4.0;Tinggi;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Sangat Rendah;1.0;Sangat Rendah;1.0;Sangat Rendah;3;3;2;2;1;3;1;Cukup Besar;Cukup Besar;Besar;Besar;Sangat Besar;Cukup Besar;Sangat Besar;1.0;3.0;3.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-054;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;3.0;Universitas Gadjah Mada (UGM);2023-08-12 00:00:00;4.0;Beasiswa PPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;4;3;2;3;1;Tidak Sama Sekali;Kurang Besar;Kurang Besar;Cukup Besar;Besar;Cukup Besar;Sangat Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak
ID-055;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;4;1;3;3;3;Kurang Besar;Cukup Besar;Kurang Besar;Sangat Besar;Cukup Besar;Cukup Besar;Cukup Besar;5.0;4.0;4.0;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-056;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;3.0;Universitas Gadjah Mada (UGM);2023-07-08 00:00:00;5.0;Beasiswa AFIRMASI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;5;2;2;2;Sangat Besar;Besar;Besar;Tidak Sama Sekali;Besar;Besar;Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya
ID-057;1.0;Bekerja (full time / part time);1.0;Ya;5.0;4500000.0;;;1.0;Instansi pemerintah;Kementerian Pertahanan;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;2.0;Erat;1.0;Setingkat Lebih Tinggi;1.0;1.0;Sangat Rendah;Sangat Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;4.0;Tinggi;1.0;Sangat Rendah;2.0;Rendah;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Tinggi;2.0;Rendah;4.0;Tinggi;4;4;3;3;3;2;3;Kurang Besar;Kurang Besar;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Cukup Besar;1.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-058;1.0;Bekerja (full time / part time);1.0;Ya;-2.0;4000000.0;;;1.0;Instansi pemerintah;Kementerian Pertahanan;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;1.0;Sangat Rendah;4.0;Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;2.0;Sangat Tinggi;2.0;Rendah;5.0;Sangat Tinggi;4;4;4;2;5;3;2;Kurang Besar;Kurang Besar;Kurang Besar;Besar;Tidak Sama Sekali;Cukup Besar;Besar;3.0;2.0;2.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak
ID-059;3.0;Wiraswasta;;;;;;;;;;2.0;Co-Founder (Co-Pendiri);;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;3;4;2;2;Kurang Besar;Sangat Besar;Besar;Cukup Besar;Kurang Besar;Besar;Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-060;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;6.0;Universitas Diponegoro (UNDIP);2023-07-21 00:00:00;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;4;1;2;3;Besar;Cukup Besar;Kurang Besar;Kurang Besar;Sangat Besar;Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya
ID-061;1.0;Bekerja (full time / part time);2.0;Tidak;14.0;8000000.0;;;7.0;Lainnya, tuliskan;Lainnya;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;4.0;Kurang Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;2.0;Rendah;3.0;Cukup Tinggi;4.0;Tinggi;1.0;Sangat Rendah;4.0;Tinggi;3;2;1;3;5;3;4;Cukup Besar;Besar;Sangat Besar;Cukup Besar;Tidak Sama Sekali;Cukup Besar;Kurang Besar;1.0;5.0;5.0;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-062;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;2;3;3;4;Kurang Besar;Sangat Besar;Cukup Besar;Besar;Cukup Besar;Cukup Besar;Kurang Besar;3.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-063;1.0;Bekerja (full time / part time);1.0;Ya;-4.0;5000000.0;;;2.0;BUMN/BUMD;PT. PLN (Persero);;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;2.0;Erat;1.0;Setingkat Lebih Tinggi;1.0;2.0;Rendah;Sangat Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;3.0;Tinggi;2.0;Rendah;4.0;Tinggi;2;1;5;3;3;2;3;Besar;Sangat Besar;Tidak Sama Sekali;Cukup Besar;Cukup Besar;Besar;Cukup Besar;1.0;2.0;2.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak
ID-064;1.0;Bekerja (full time / part time);1.0;Ya;6.0;3500000.0;;;1.0;Instansi pemerintah;Kementerian Pertanian;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;3.0;Setingkat Lebih Rendah;5.0;5.0;Sangat Tinggi;Sangat Tinggi;4.0;Tinggi;4.0;Tinggi;2.0;Rendah;5.0;Sangat Tinggi;3.0;Cukup Tinggi;2.0;Rendah;2.0;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;2;4;4;4;2;5;3;Besar;Kurang Besar;Kurang Besar;Kurang Besar;Besar;Tidak Sama Sekali;Cukup Besar;3.0;2.0;2.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya
ID-065;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;5.0;Universitas Airlangga (UNAIR);2023-08-08 00:00:00;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;1;3;5;3;4;Besar;Kurang Besar;Sangat Besar;Cukup Besar;Tidak Sama Sekali;Cukup Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-066;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;3;3;4;2;Cukup Besar;Kurang Besar;Besar;Cukup Besar;Cukup Besar;Kurang Besar;Besar;4.0;5.0;5.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-067;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;3;4;3;1;Cukup Besar;Besar;Sangat Besar;Cukup Besar;Kurang Besar;Cukup Besar;Sangat Besar;3.0;0.0;;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-068;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;3;3;3;3;Sangat Besar;Cukup Besar;Sangat Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;3.0;1.0;1.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-069;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;4;3;3;2;Besar;Cukup Besar;Besar;Kurang Besar;Cukup Besar;Cukup Besar;Besar;0.0;0.0;;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
